ebay_id,td_id,c4c_id,car_fuel,car_nb_shift,car_desc,car_trans,car_trim,car_version,car_plat,car_d_from,car_d_to,car_y_from,car_y_to,car_ranking,car_mark,car_name,car_doors,car_chassis,car_model_y_from,car_model_y_to,car_code,car_engine_desc,car_aspi,car_alim,car_name_cyl,car_valve,car_kw,car_cv,car_disp,car_cyl,car_nb_cyl,car_type,car_image,car_date_add,car_url,car_user,car_method,car_valid,car_comment
car_ebayID,car_tdID,42800,car_fuel,car_nbShift,car_desc,car_trans,car_trim,car_version,car_plat,car_YFrom,car_YTo,car_year,,ABC_ranking,model_mark,model_name,model_doors,model_chassis,model_YFrom,model_YTo,engine_code,engine_desc,engine_aspi,engine_alim,engine_nameCyl,engine_valve,engine_KW,engine_CV,engine_disp,,engine_nbCyl,engine_type,,,info_URL,info_user,info_method,info_valid,info_comment
,,41696,Petrol,4,2 CV Type AL 425 ccm,FWD,2 CV type AL,0.4 (12 CH),,1954-09-01 00:00:00,1961-08-31 00:00:00,1954,1961,,Citroën,2 CV AL,4,Sedan,,,,0.4 (12 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41697,Petrol,4,2 CV type AW 425 ccm x2 Sahara,4x4,2 CV type AW,0.4 x 2 (12 CH),,1958-09-01 00:00:00,1963-02-28 00:00:00,1958,1963,,Citroën,2 CV AW,4,Sedan,,,,0.4 (12 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41698,Petrol,4,2 CV type AW/AT 425 ccm x2 Sahara,4x4,2 CV type AW/AT,0.4 x 2 (18 CH),,1963-03-01 00:00:00,1966-07-31 00:00:00,1963,1966,,Citroën,2 CV AW/AT,4,Sedan,,,,0.4 (18 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41699,Petrol,4,2 CV Type AZ 425 ccm,FWD,2 CV type AZ,0.4 (12 CH),,1954-09-01 00:00:00,1961-08-31 00:00:00,1954,1961,,Citroën,2 CV AZ,4,Sedan,,,,0.4 (12 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41700,Petrol,4,2 CV Type AZ 425 ccm,FWD,2 CV type AZ,"0.4 (13,5 CH)",,1961-09-01 00:00:00,1963-08-31 00:00:00,1961,1963,,Citroën,2 CV AZ,4,Sedan,,,,"0.4 (13,5 CH)",Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41701,Petrol,4,2 CV type AZA 425 ccm,FWD,2 CV type AZA,0.4 (18 CH),,1963-09-01 00:00:00,1970-01-31 00:00:00,1963,1970,,Citroën,2 CV AZA,4,Sedan,,,,0.4 (18 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41702,Petrol,4,2 CV type AZAM 425 ccm,FWD,2 CV type AZAM,0.4 (18 CH),,1967-09-01 00:00:00,1970-01-31 00:00:00,1967,1970,,Citroën,2 CV AZAM,4,Sedan,,,,0.4 (18 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41703,Petrol,4,2 CV type AZAM Export 425 ccm,FWD,2 CV type AZAM Export,0.4 (18 CH),,1967-09-01 00:00:00,1970-01-31 00:00:00,1967,1970,,Citroën,2 CV AZAM Export,4,Sedan,,,,0.4 (18 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41704,Petrol,4,2 CV type AZL 425 ccm,FWD,2 CV type AZL,0.4 (12 CH),,1956-09-01 00:00:00,1961-08-31 00:00:00,1956,1961,,Citroën,2 CV AZL,4,Sedan,,,,0.4 (12 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41705,Petrol,4,2 CV type AZL 425 ccm,FWD,2 CV type  AZL,"0.4 (13,5 CH)",,1961-09-01 00:00:00,1963-08-31 00:00:00,1961,1963,,Citroën,2 CV AZL,4,Sedan,,,,"0.4 (13,5 CH)",Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41706,Petrol,4,2 CV type AZLP 425 ccm,FWD,2 CV type AZLP,0.4 (12 CH),,1957-09-01 00:00:00,1961-08-31 00:00:00,1957,1961,,Citroën,2 CV AZLP,4,Sedan,,,,0.4 (12 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41707,Petrol,4,2 CV type AZLP 425 ccm,FWD,2 CV type AZLP,"0.4 (13,5 CH)",,1961-09-01 00:00:00,1963-08-31 00:00:00,1961,1963,,Citroën,2 CV AZLP,4,Sedan,,,,"0.4 (13,5 CH)",Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41708,Petrol,2,2 CV type AZU 425 ccm,FWD,2 CV type AZU,0.4 (12 CH),,1954-09-01 00:00:00,1963-08-31 00:00:00,1954,1963,,Citroën,2 CV AZU,2,Estate,,,,0.4 (12 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41709,Petrol,2,2 CV type AZU 425 ccm,FWD,2 CV type AZU série A,0.4 (18 CH),,1963-09-01 00:00:00,1972-08-31 00:00:00,1963,1972,,Citroën,2 CV AZU série A,2,Estate,,,,0.4 (18 CH),Naturally Aspired,,,,,,,425.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41710,Petrol,2,2 CV type AZU 435 ccm,FWD,2 CV type AZU série B 250,0.4 (24 CH),,1972-09-01 00:00:00,1978-01-31 00:00:00,1972,1978,,Citroën,2 CV AZU série B 250,2,Estate,,,,0.4 (24 CH),Naturally Aspired,,,,,,,435.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41711,Petrol,5,2000 Citroen Evasion,FWD,Evasion (U6U),2.0 16V (136 CH),,2000-01-01 00:00:00,2001-12-31 00:00:00,2000,2001,,Citroën,Evasion,5,Minivan,,,RFN EW10 J4-L3,2.0 16V (136 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41712,Petrol,4,2000 Citroen Evasion,FWD,Evasion (U6U),2.0 16V (136 CH) Automatic,,2000-01-01 00:00:00,2001-12-31 00:00:00,2000,2001,,Citroën,Evasion,5,Minivan,,,RFN EW10 J4-L3,2.0 16V (136 CH) Automatic,Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41713,Petrol,5,2000 Citroen Xsara,FWD,"Xsara (N1, Phase II)",1.4 i (75 CH),,2000-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,TU3JP,1.4 HDi (70 CH),Naturally Aspired,,,,,,,1360.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41714,Petrol,5,2000 Citroen Xsara,FWD,"Xsara (N1, Phase II)",1.6 i 16V (109 CH),,2000-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,TU5JP4,1.6 i 16V (109 CH),Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41715,Petrol,4,2000 Citroen Xsara,FWD,"Xsara (N1, Phase II)",1.6 i 16V (109 CH) Automatic,,2000-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,TU5JP4,1.6 i 16V (109 CH) Automatic,Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41716,Diesel,5,2000 Citroen Xsara,FWD,"Xsara (N1, Phase II)",1.9 D (69 CH),,2000-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,WJY DW8B,1.9 D (69 CH),Naturally Aspired,,,,,,,1868.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41717,Petrol,5,2000 Citroen Xsara,FWD,"Xsara (N1, Phase II)",2.0 16V (136 CH),,2000-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,RFN EW10J4,2.0 16V (136 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41718,Petrol,5,2000 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",1.4 i (75 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,TU3JP,1.4 i (75 CH),Naturally Aspired,,,,,,,1360.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41719,Petrol,5,2000 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",1.6 i 16 V (109 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,TU5JP4,1.6 i 16 V (109 CH),Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41720,Petrol,4,2000 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",1.6 i 16 V (109 CH) Automatic,,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,TU5JP4,1.6 i 16 V (109 CH) Automatic,Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41721,Petrol,5,2000 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",2.0 16V (136 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,RFN EW10J4,2.0 16V (136 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41722,Diesel,5,2000 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",2.0 HDi  (90 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,RHY DW10TD,2.0 HDi  (90 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41723,Diesel,5,2000 Citroen Xsara Coupe,FWD,"Xsara Coupe (N0, Phase II)",1.4 HDi  (70 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,3,Coupe,,,RHY DW10TD,2.0 HDi (90 CH),Naturally Aspired,,,,,,,1398.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41724,Petrol,5,2000 Citroen Xsara Coupe,FWD,"Xsara Coupe (N0, Phase II)",1.4 i (75 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,3,Coupe,,,TU3JP,1.4 i (75 CH),Naturally Aspired,,,,,,,1360.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41725,Petrol,5,2000 Citroen Xsara Coupe,FWD,"Xsara Coupe (N0, Phase II)",2.0 16V (163 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,3,Coupe,,,RFS XU10J4RS,2.0 16V (163 CH),Naturally Aspired,,,,,,,1998.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41726,Diesel,5,2000 Citroen Xsara Coupe,FWD,"Xsara Coupe (N0, Phase II)",2.0 HDi  (90 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,3,Coupe,,,RHY DW10TD,2.0 HDi (90 CH),Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41727,Petrol,5,2000 Citroen Xsara Coupe,FWD,"Xsara Coupe (N0, Phase II)",VTS 1.6 i 16 V (109 CH),,2000-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,3,Coupe,,,TU5JP4,VTS 1.6 i 16 V (109 CH),Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41728,Petrol,5,2000 Citroen Xsara Picasso,FWD,"Xsara Picasso (N68, Phase I)",1.6 (95 CH),,2000-01-01 00:00:00,2004-12-31 00:00:00,2000,2004,,Citroën,Xsara,5,Minivan,,,NFV TU5JP/L4,1.6 (95 CH),Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41729,Petrol,5,2000 Citroen Xsara Picasso,FWD,"Xsara Picasso (N68, Phase I)",1.8 16V (116 CH),,2000-01-01 00:00:00,2004-12-31 00:00:00,2000,2004,,Citroën,Xsara,5,Minivan,,,6FZ EW7J4,1.8 16V (116 CH),Naturally Aspired,,,,,,,1749.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41730,Diesel,4,2001 Citroen Xsara,FWD,"Xsara (N1, Phase II)",2.0 HDi  (110 CH),,2001-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,DW,2.0 HDi  (110 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41731,Diesel,4,2001 Citroen Xsara,FWD,"Xsara (N1, Phase II)",2.0 HDi  (110 CH) Automatic,,2001-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,DW,2.0 HDi  (110 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41732,Diesel,5,2001 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",2.0 HDi  (110 CH),,2001-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,DW,2.0 HDi  (110 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41733,Diesel,5,2001 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",2.0 HDi  (110 CH) Automatic,,2001-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,DW,2.0 HDi  (110 CH),Naturally Aspired,,,,,,,1997.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41734,Diesel,5,2001 Citroen Xsara Coupe,FWD,"Xsara Coupe (N0, Phase II)",2.0 HDi  (110 CH),,2001-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,3,Coupe,,,DW,2.0 HDi (110 CH),Naturally Aspired,,,,,,,1587.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41735,Diesel,5,2003 Citroen Xsara,FWD,"Xsara (N1, Phase II)",1.4 HDi  (70 CH),,2003-01-01 00:00:00,2007-12-31 00:00:00,2000,2007,,Citroën,Xsara,5,Hatchback,,,DV,1.4 Hdi (70 CH),Naturally Aspired,,,,,,,1398.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41736,Diesel,5,2003 Citroen Xsara Break,FWD,"Xsara Break (N2, Phase II)",1.4 HDi  (70 CH),,2003-01-01 00:00:00,2005-12-31 00:00:00,2000,2005,,Citroën,Xsara,5,Combi,,,DV,1.4 Hdi (70 CH),Naturally Aspired,,,,,,,1398.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41737,Petrol,2,2CV Type AU 375 ccm,FWD,2 CV type AU,0.4 (9 CH),,1951-09-01 00:00:00,1954-08-31 00:00:00,1951,1954,,Citroën,2 CV AU,2,Estate,,,,0.4 (9 CH),Naturally Aspired,,,,,,,375.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41738,Petrol,2,3 CV type AK 602 ccm,FWD,3 CV type AK 400,0.6 (29 CH),,1970-09-01 00:00:00,1978-01-31 00:00:00,1970,1978,,Citroën,3 CV AK 400,2,Estate,,,,0.6 (29 CH),Naturally Aspired,,,,,,,602.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41739,Petrol,2,3 CV type AK 602 ccm,FWD,3 CV type AK 350,0.6 (29 CH),,1963-03-31 00:00:00,1968-04-30 00:00:00,1963,1968,,Citroën,3 CV AK 350,2,Estate,,,,0.6 (29 CH),Naturally Aspired,,,,,,,602.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41740,Petrol,2,3 CV type AY 602 ccm,FWD,Acadiane série CD,0.6 (29 CH),,1978-01-31 00:00:00,1987-07-31 00:00:00,1978,1987,,Citroën,Acadiane,2,Estate,,,,0.6 (29 CH),Naturally Aspired,,,,,,,602.0,2,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41744,,,300 kg break 6 CV,,,,,01/01/1950,31/12/1953,1950,1953,A,Renault,,,,,,,,,,,,,,,,,,,,RENAULT5.jpg,IT,OCR LVA,True,
,,41745,,,300 kg break 4 CV (R 2100),,,,,01/01/1953,31/12/1956,1953,1956,A,Renault,,,,,,,,,,,,,,,,,,,,RENAULT5.jpg,IT,OCR LVA,True,
,,41746,,,300 kg (AHG) fourgonnette 6 CV,,,,,01/01/1940,31/12/1953,1940,1953,A,Renault,,,,,,,,,,,,,,,,,,,,RENAULT5.jpg,IT,OCR LVA,True,
,,41747,,,11. CV KZ 4/KZ 5 torpédo (radiateur AV),,,,,01/01/1930,31/12/1931,1930,1931,C,Renault,,,,,,,,,,,,,,,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41748,,,11_CV types CQ / DM / FE torpédo.,,,,,01/01/1912,31/12/1917,1912,1917,C,Renault,,,,,,,,,,,,,,,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41749,,,11 CV KZ4/KZ 5 limousine (radiateur AV),,,,,01/01/1930,31/12/1931,1930,1931,C,Renault,,,,,,,,,,,,,,,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41750,,,10 CV types IG /II / IM torpédo,,,,,01/01/1920,31/12/1923,1920,1923,C,Renault,,,,,,,,,,,,,,0.7L,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41751,,,10 CV types IG / II / IM limousine,,,,,01/01/1920,31/12/1923,1920,1923,C,Renault,,,,,,,,,,,,,,0.7L,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41752,,,10 CV types AH / AM / BK phaéton ou torpédo,,,,,01/01/1906,31/12/1912,1906,1912,C,Renault,,,,,,,,,,,,,,0.7L,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41753,,,10 CV KZ torpédo,,,,,01/01/1923,31/12/1929,1923,1929,C,Renault,,,,,,,,,,,,,,0.7L,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41754,,,10 CV KZ limousine,,,,,01/01/1923,31/12/1929,1923,1929,C,Renault,,,,,,,,,,,,,,0.7L,,,,,,RENAULT1.jpg,IT,OCR LVA,True,
,,41755,,,(Super) 5 GT Turbo 115 ch,,,,,01/01/1985,31/12/1987,1985,1987,A,Renault,Super 5,,,,,,,,,,,,,0.7L,,,,,,RENAULT8.jpg,IT,OCR LVA,False,
,,41756,,,(Super) 5 GT Turbo,,,,,01/01/1988,31/12/1989,1988,1989,A,Renault,Super 5,,,,,,,,,,,,,0.8L,,,,,,RENAULT8.jpg,IT,OCR LVA,False,
,,41757,Petrol,4,Alliance 1.7L cabriolet (USA),,,"1.7 (77,5 CH)",,1985-01-01 00:00:00,1987-12-31 00:00:00,1985,1987,A,Renault,Alliance,2,Cabriolet,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,RENAULT8.jpg,IT,OCR LVA,True,US Market
,,41758,Petrol,4,Alliance 1.4L cabriolet (USA),,,1.4 (68 CH),,1985-01-01 00:00:00,1987-12-31 00:00:00,1985,1987,A,Renault,Alliance,2,Cabriolet,,,FN3,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,IT,OCR LVA,True,US Market
,,41759,Petrol,5,Alliance 2.0 GTA (USA),,,2.0 GTA (95 CH),,01/01/1986,31/12/1987,1986,1987,A,Renault,Alliance,2,Hatchback,,,F3R,2.0 (95 CH),Naturally Aspired,,,,,,2.0L,1965.0,4,,,,renault14.jpg,IT,OCR Retroviseur,True,US Market
,,41760,Petrol,3,Alliance 1.7L cabriolet automatic (USA),,,"1.7 (77,5 CH)",,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,2,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41761,Petrol,3,Alliance 4 portes automatic 1.4L (USA),,,1.4 (68 CH),,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,4,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41762,Petrol,5,Alliance 4 portes 1.4L (USA),,,1.4 (68 CH),,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,4,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41763,Petrol,5,Alliance 2 portes 1.4L (USA),,,1.4 (68 CH),,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,2,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41764,Petrol,3,Alliance 2 portes automatic 1.4L (USA),,,1.4 (68 CH),,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,2,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41765,Petrol,3,Alliance 4 portes automatic 1.7L (USA),,,"1.7 (77,5 CH)",,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,4,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41766,Petrol,5,Alliance 4 portes 1.7L (USA),,,"1.7 (77,5 CH)",,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,4,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41767,Petrol,5,Alliance 2 portes 1.7L (USA),,,"1.7 (77,5 CH)",,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,2,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41768,Petrol,3,Alliance 2 portes automatic 1.7L (USA),,,"1.7 (77,5 CH)",,1982-01-01 00:00:00,1987-12-31 00:00:00,1982,1987,A,Renault,Alliance,2,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41769,Petrol,3,Encore 5 portes automatic 1.4L (USA),,,1.4 (68 CH),,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,4,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41770,Petrol,5,Encore 5 portes 1.4L (USA),,,1.4 (68 CH),,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,4,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41771,Petrol,5,Encore 3 portes 1.4L (USA),,,1.4 (68 CH),,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,2,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41772,Petrol,3,Encore 3 portes automatic 1.4L (USA),,,1.4 (68 CH),,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,2,Hatchback,,,Bloc C,1.4 (68 CH),Naturally Aspired,,,,,,1.4L,1397.0,4,,,,,Produit,Manuelle,True,US Market
,,41773,Petrol,3,Encore 5 portes automatic 1.7L (USA),,,"1.7 (77,5 CH)",,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,4,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41774,Petrol,5,Encore 5 portes 1.7L (USA),,,"1.7 (77,5 CH)",,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,4,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41775,Petrol,5,Encore 3 portes 1.7L (USA),,,"1.7 (77,5 CH)",,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,2,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41776,Petrol,3,Encore 3 portes automatic 1.7L (USA),,,"1.7 (77,5 CH)",,1983-01-01 00:00:00,1987-12-31 00:00:00,1983,1987,A,Renault,Encore,2,Hatchback,,,FN3,"1.7 (77,5 CH)",Naturally Aspired,,,,,,1.7L,1721.0,4,,,,,Produit,Manuelle,True,US Market
,,41777,,,,,,,,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41778,Petrol,3,Traction avant 11A longue,FWD,Traction avant 11 CH,1.9 ccm 46 CH,,1934-11-01 00:00:00,1937-01-31 00:00:00,1934,1937,,Citroën,Traction Avant,,,,,,,,,,,,,0.8L,1911.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41779,Petrol,3,Traction avant 11AL,FWD,Traction avant 11 CH,1.9 ccm 46 CH,,1934-11-01 00:00:00,1937-02-01 00:00:00,1934,1937,,Citroën,Traction Avant,,,,,,,,,,,,,0.8L,1911.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41780,Petrol,3,Traction avant 11B longue,FWD,Traction avant 11 CH,1.9 ccm 46 CH,,1937-02-01 00:00:00,1939-01-31 00:00:00,1937,1939,,Citroën,Traction Avant,,,,,,,,,,,,,0.8L,1911.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41781,Petrol,3,Traction avant 11B longue,FWD,Traction avant 11 CH,1.9 ccm 56 CH,,1949-01-01 00:00:00,1955-01-01 00:00:00,1949,1955,,Citroën,Traction Avant,,,,,,,,,,,,,0.8L,1911.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41782,Petrol,3,Traction avant 11BL,FWD,Traction avant 11 CH,1.9 ccm 46 CH,,1937-02-01 00:00:00,1939-01-31 00:00:00,1937,1939,,Citroën,Traction Avant,,,,,,,,,,,,,0.8L,1911.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
,,41783,Petrol,3,Traction avant 11BL,FWD,Traction avant 11 CH,1.9 ccm 56 CH,,1939-02-01 00:00:00,1955-01-01 00:00:00,1939,1955,,Citroën,Traction Avant,,,,,,,,,,,,,0.8L,1911.0,4,,,,,Francois/gauffrettes,Francois/gauffrettes,True,
